ID,Code,Location,Prefecture,Site,Receiver,Antenna
電子基準点,,,,,,
局番号,基準点コード,局名称,県名,施設名,受信機名,アンテナ名
93078,EL05238522902,静岡２,静岡県,野田平共同製茶組合,TRIMBLE ALLOY,TRM59800.80     GSI
93079,EL05238512001,本川根,静岡県,川根本町立本川根小学校,TOPCON NETG5,TRM59800.80     GSI
93080,,戸田,静岡県,戸田村防災センター,4000SSE,TRM23903.00
93081,EL05238338001,静岡３,静岡県,静岡市城北公園,TRIMBLE ALLOY,TRM159900.00    GSI
93082,,岡部,静岡県,,4000SSE,TRM23903.00
93083,,水窪,静岡県,水窪町立水窪小学校,4000SSE,TRM23903.00
93084,EL05237459502,東栄,愛知県,東栄町立東栄中学校,TOPCON NETG5,TPSCR.G5        GSI
93085,EL05238163201,西伊豆,静岡県,西伊豆町　先川浄水場,TRIMBLE ALLOY,TRM59800.80     GSI
93086,EL05138763701,南伊豆２,静岡県,石廊崎ジャングルパーク駐車場,TOPCON NETG5,TRM59800.80     GSI
93087,,焼津,静岡県,,4000SSE,TRM23903.00
93088,EL05238302501,川根,静岡県,島田市立川根小学校,TOPCON NETG3,TPSCR.G5        GSI
93089,EL05237271402,静岡森,静岡県,森町立森中学校,TOPCON NETG5,TRM59800.80     GSI
93090,EL05237362501,天竜,静岡県,浜松市立竜川中学校跡地,TRIMBLE ALLOY,TRM159900.00    GSI
93091,EL05238110002,静岡相良１,静岡県,牧之原市菊川市学校組合立牧之原中学校,TOPCON NETG5,TRM59800.80     GSI
93092,EL05238018801,榛原,静岡県,牧之原市立川崎小学校,TRIMBLE ALLOY,TRM159900.00    GSI
93093,EL05238005402,大東１,静岡県,掛川市立佐束小学校,TOPCON NETG5,TPSCR.G5        GSI
93094,EL05138717002,浜岡１,静岡県,御前崎市立浜岡中学校,TOPCON NETG5,TPSCR.G5        GSI
93095,EL05237070401,浅羽,静岡県,浅羽球技場,TRIMBLE NETR9,TPSCR.G5        GSI
93096,EL05237170201,袋井,静岡県,袋井市小鳩公園,TRIMBLE ALLOY,TRM159900.00    GSI
93097,EL05237165303,浜北,静岡県,浜松市立北浜小学校,TOPCON NETG5,TRM159900.00    GSI
93098,EL05237060502,竜洋,静岡県,磐田市立竜洋東小学校,TOPCON NETG5,TRM159900.00    GSI
93099,EL05237342602,鳳来,愛知県,新城市立長篠保育園,TOPCON NETG5,TRM59800.80     GSI
93100,EL05237054005,雄踏,静岡県,雄踏町立雄踏小学校,5700,TRM29659.00
93101,EL05138712701,御前崎,静岡県,御前崎市立御前崎小学校,5700,TRM29659.00
93102,EL05237233402,愛知一宮町,愛知県,豊川市立一宮東部小学校,TOPCON NETG5,TPSCR.G5        GSI
93103,EL05237147403,三ヶ日,静岡県,浜松市立三ヶ日西小学校,TRIMBLE NETR9,TPSCR.G5        GSI
93104,EL05237046102,湖西,静岡県,湖西運動公園（駐車場）,TRIMBLE ALLOY,TRM59800.80     GSI
940001,EL06841068002,稚内,北海道,声問公園,TRIMBLE ALLOY,TRM59800.80     GSI
940002,EL06643512703,興部,北海道,興部町立沙留小学校,TRIMBLE ALLOY,TRM59800.80     GSI
940003,EL06641467002,羽幌,北海道,羽幌町築別集会所,TOPCON NETG5,TRM59800.80     GSI
940004,EL06544659401,斜里,北海道,オホーツク霊園,TOPCON NETG5,TRM59800.80     GSI
940005,EL06544230502,弟子屈,北海道,釧路圏摩周観光文化センター,TRIMBLE ALLOY,TRM159900.00    GSI
940006,EL06445744001,根室１,北海道,,NETG3,TRM29659.00
940007,EL06542330801,美瑛,北海道,美瑛町立美瑛中学校,TRIMBLE ALLOY,TRM159900.00    GSI
940008,EL06541642001,増毛,北海道,ホテルオーベルジュましけ,TOPCON NETG5,TRM59800.80     GSI
940009,EL06445418003,浜中,北海道,アゼチ岬駐車場,TRIMBLE ALLOY,TRM59800.80     GSI
940010,EL06444335401,釧路市,北海道,釧路市立朝陽小学校,TRIMBLE ALLOY,TRM159900.00    GSI
940011,EL06443433601,池田,北海道,池田町立高島町民センター,TRIMBLE ALLOY,TRM159900.00    GSI
940012,EL06442337202,占冠,北海道,占冠村運動公園,TRIMBLE ALLOY,TRM59800.80     GSI
940013,EL06441601202,小樽１,北海道,小樽市平磯公園,TOPCON NETG5,TRM59800.80     GSI
940014,EL06441357801,長沼,北海道,長沼第五小学校跡地（町有地）,TRIMBLE ALLOY,TRM159900.00    GSI
940015,EL06343328602,広尾,北海道,シーサイドパーク広尾,TOPCON NETG5,TPSCR.G5        GSI
940016,EL06342422902,静内,北海道,清水丘幼児公園,TOPCON NETG5,TPSCR.G5        GSI
940017,EL06339564803,瀬棚,北海道,瀬棚地区農村公園　隣地,TRIMBLE ALLOY,TRM159900.00    GSI
940018,EL06340474502,室蘭,北海道,白鳥台５丁目５号公園,TRIMBLE ALLOY,TRM59800.80     GSI
940019,EL06343010202,えりも１,北海道,えりも町スポーツ公園,TRIMBLE ALLOY,TRM59800.80     GSI
940020,EL06339148101,奥尻１,北海道,うにまる公園,TRIMBLE ALLOY,TRM159900.00    GSI
940021,EL06340000801,乙部,北海道,元和台海浜公園,TOPCON NETG5,TPSCR.G5        GSI
940022,EL06240559902,函館,北海道,函館市立北美原小学校,TOPCON NETG5,TRM159900.00    GSI
940023,EL06240105301,松前,北海道,松前町営牧場,TRIMBLE ALLOY,TRM59800.80     GSI
940024,EL06141716702,むつ,青森県,むつ市立第一田名部小学校,TRIMBLE ALLOY,TRM159900.00    GSI
940025,,青森,青森県,青森市立宮田小学校,GP-R1DY,TOP700779A
940026,EL06140123102,鰺ヶ沢,青森県,鰺ヶ沢町立鳴沢小学校,TOPCON NETG5,TPSCR.G5C       GSI
940027,EL06041166301,久慈,岩手県,久慈市立宇部小学校,TOPCON NETG5,TPSCR.G5        GSI
940028,EL05941278501,宮古,岩手県,宮古市立津軽石中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
940029,EL05841513602,水沢１,岩手県,水沢測地観測所,TOPCON NETG5,TPSCR.G5        GSI
940030,EL05939766201,男鹿１,秋田県,男鹿市立男鹿北中学校,TRIMBLE ALLOY,TRM59800.80     GSI
940031,EL05940007301,本荘,秋田県,由利本荘市石脇公園,TOPCON NETG5,TRM59800.80     GSI
940032,EL05839267401,酒田,山形県,酒田市緑ヶ丘二丁目公園,TOPCON NETG5,TRM59800.80     GSI
940033,EL05840121503,山形新庄,山形県,新庄市東山公園,TRIMBLE ALLOY,TRM59800.80     GSI
940034,EL05739646402,温海,山形県,鶴岡市立鼠ヶ関小学校,5700,TRM29659.00
940035,EL05740329901,天童,山形県,天童市東長岡公園,TOPCON NETG5,TRM159900.00    GSI
940036,EL05741533502,女川,宮城県,女川町総合運動場,TRIMBLE ALLOY,TRM159900.00    GSI
940037,EL05740378602,利府,宮城県,利府町立第二小学校,TOPCON NETG5,TRM59800.80     GSI
940038,EL05640576202,相馬１,福島県,相馬市立養護学校,TOPCON NETG5,TRM59800.80     GSI
940039,EL05640023502,福島郡山１,福島県,郡山市立安積第二小学校,GP-R1DY,TOP700779A
940040,EL05639367301,山都,福島県,東小川健康公園,TOPCON NETG5,TRM59800.80     GSI
940041,EL05540570202,いわき,福島県,いわき市フラワーセンター,TOPCON NETG5,TPSCR.G5        GSI
940042,EL05440644802,日立,茨城県,日立市立金沢小学校,TOPCON NETG5,TPSCR.G5        GSI
940043,EL05439458801,栃木,栃木県,栃木市総合運動公園,TRIMBLE NETR9,TPSCR.G5        GSI
940044,EL05538073202,新治,群馬県,みなかみ町立にいはるこども園,TOPCON NETG5,TRM59800.80     GSI
940045,EL05438361902,富岡,群馬県,富岡市学校給食センター,TOPCON NETG5,TRM59800.80     GSI
940046,EL05437569802,大町,長野県,大町市立仁科台中学校,TRIMBLE ALLOY,TRM59800.80     GSI
940047,EL05337770503,箕輪,長野県,箕輪町立箕輪西小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
940048,EL05338340601,中道,山梨県,山梨県曽根丘陵公園,TRIMBLE NETR9,TPSCR.G5        GSI
940049,EL05739247002,村上,新潟県,村上市運動公園,TOPCON NETG5,TRM59800.80     GSI
940050,EL05638677902,新潟,新潟県,新潟市立青山小学校,TOPCON NETG5,TPSCR.G5C       GSI
940051,EL05638047501,柏崎１,新潟県,柏崎市立松浜中学校,TRIMBLE ALLOY,TRM59800.80     GSI
940052,EL05537331802,入善,富山県,入善町立上青小学校,TOPCON NETG5,TRM59800.80     GSI
940053,EL05636075102,輪島,石川県,輪島市立大屋小学校,TOPCON NETG5,TRM59800.80     GSI
940054,EL05436759101,内灘,石川県,内灘町総合公園,TOPCON NETG5,TRM59800.80     GSI
940055,EL05436217301,三国,福井県,坂井市立加戸小学校,TOPCON NETG5,TRM59800.80     GSI
940056,EL05336302801,敦賀,福井県,敦賀市愛発プール,TRIMBLE ALLOY,TRM159900.00    GSI
940057,EL05335215801,宮津,京都府,宮津市立栗田小学校,TRIMBLE NETR9,TPSCR.G5        GSI
940058,EL05437126701,高山,岐阜県,高山市立岩滝小学校,TOPCON NETG5,TRM59800.80     GSI
940059,EL05337516902,下呂,岐阜県,下呂市立下呂小学校,TRIMBLE ALLOY,TRM159900.00    GSI
940060,EL05336273202,美濃,岐阜県,美濃市立中有知小学校,TRIMBLE ALLOY,TRM159900.00    GSI
940061,EL05337037702,中津川,岐阜県,中津川市立阿木小学校,TOPCON NETG5,TRM159900.00    GSI
940062,EL05236511203,八日市,滋賀県,東近江市立八日市西小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
940063,EL05237505303,日進,愛知県,日進市民会館,TRIMBLE ALLOY,TPSCR.G5        GSI
940064,EL05236141002,津,三重県,津市立一身田小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
940065,EL05136565801,鳥羽,三重県,鳥羽市立鳥羽東中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
940066,EL05136017502,尾鷲,三重県,尾鷲市立尾鷲中学校,TOPCON NETG5,TRM59800.80     GSI
940067,EL05235240001,箕面,大阪府,箕面市立第二総合運動場,TOPCON NETG5,TRM59800.80     GSI
940068,EL05135467802,奈良吉野,奈良県,吉野町立吉野小学校,TRIMBLE ALLOY,TRM159900.00    GSI
940069,EL05135118702,和歌山海南,和歌山県,海南市立第二中学校,TRIMBLE ALLOY,TRM159900.00    GSI
940070,EL05035168101,串本,和歌山県,串本町立綿富小学校,TRIMBLE ALLOY,TRM159900.00    GSI
940071,EL05234144403,兵庫御津,兵庫県,たつの市立御津幼稚園,TRIMBLE ALLOY,TRM59800.80     GSI
940072,EL05334320603,岩美,鳥取県,岩美町立岩美北小学校,5700,TRM29659.00
940073,EL05333158504,東伯,鳥取県,琴浦町立浦安小学校,5700,TRM29659.00
940074,EL05333102403,松江,島根県,松江市立湖南中学校,TOPCON NETG5,TPSCR.G5        GSI
940075,EL05232410603,江津,島根県,江津市立高角小学校,TRIMBLE ALLOY,TRM59800.80     GSI
940076,EL05131743802,須佐,山口県,萩市立須佐中学校,TOPCON NETG5,TRM59800.80     GSI
940077,EL05133645202,笠岡,岡山県,笠岡市立吉田小学校,TOPCON NETG5,TRM59800.80     GSI
940078,EL05132440602,広島熊野,広島県,熊野町立熊野中学校,TRIMBLE ALLOY,TRM159900.00    GSI
940079,EL05030779303,下関,山口県,下関市立垢田中学校,TOPCON NETG5,TRM59800.80     GSI
940080,EL05134304102,高松,香川県,香川県立高松南高等学校,NETR9,TRM59800.80     GSI
940081,EL05034751001,阿南１,徳島県,徳島県阿南市長生町西方５８９－１　阿南市立阿南第一中学校,NETG3,TPSCR.G5        GSI
940082,EL04934707901,室戸,高知県,独立行政法人国立室戸少年自然の家,TOPCON NETG5,TRM59800.80     GSI
940083,EL05033243602,高知,高知県,高知市立十津小学校,TOPCON NETG5,TRM59800.80     GSI
940084,EL04933712901,中土佐１,高知県,中土佐町立上ノ加江中学校,TRIMBLE NETR9,TRM59800.80     GSI
940085,EL04932170702,土佐清水,高知県,土佐清水市立中浜小学校,TOPCON NETG5,TRM59800.80     GSI
940086,EL05032126202,伊方,愛媛県,国道197号沿い,TOPCON NETG5,TRM59800.80     GSI
940087,EL05030437802,古賀,福岡県,古賀市立古賀中学校,TOPCON NETG5,TRM159900.00    GSI
940088,EL05031155502,安岐,大分県,国東市高齢者生活福祉センター（やすらぎ）,TRIMBLE ALLOY,TRM159900.00    GSI
940089,EL04930779701,日田,大分県,日田市立有田小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
940090,EL04931370001,大分佐伯,大分県,佐伯市立下堅田小学校,TOPCON NETG5,TRM59800.80     GSI
940091,EL05029167801,玄海,佐賀県,玄海町立仮屋小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
940092,EL04929063802,長崎,長崎県,南部地区公園,5700,TRM29659.00
940093,EL04830655103,千丁,熊本県,北村農村公園,TRIMBLE ALLOY,TRM159900.00    GSI
940094,EL04831553003,日向,宮崎県,大王谷運動公園,TRIMBLE ALLOY,TRM59800.80     GSI
940095,EL04831032702,佐土原,宮崎県,宮崎市立久峰中学校,TRIMBLE ALLOY,TRM159900.00    GSI
940096,EL04830011501,阿久根,鹿児島県,グランビューあくね,TOPCON NETG5,TRM159900.00    GSI
940097,EL04730230703,鹿児島１,鹿児島県,錦江ゴルフクラブ敷地内,TOPCON NETG3,TPSCR.G5        GSI
940098,EL04630721301,枕崎,鹿児島県,台場公園,TOPCON NETG5,TRM59800.80     GSI
940099,EL04631701701,内之浦,鹿児島県,肝付町総合グラウンド（駐車場）,TRIMBLE ALLOY,TRM159900.00    GSI
940100,EL03927167101,玉城,沖縄県,南城市玉城富里２２２,5700,TRM29659.00
94111,EL05239405702,網代,静岡県,熱海市立網代中学校,Trimble 4000SSI,TRM23903.00
942001,EL06541263701,新十津川,北海道,新十津川宇宙測地観測場（敷地内）,TOPCON GP-R1DY,TOP700779A
942002,EL05440102603,つくば地理院 (つくば2),茨城県,国土交通省国土地理院,TOPCON GP-R1DY,TOP700779A
942003,EL04042511401,父島,東京都,たまね荘１号,5700,TRM29659.00
942004,EL04730171001,鹿屋,鹿児島県,気象庁地磁気観測所鹿屋出張所,TRIMBLE NETR9,TRM59800.80     GSI
950101,EL06842010302,猿払,北海道,猿払村営牧場,TOPCON NETG5,TRM59800.80     GSI
950102,EL06741703302,礼文,北海道,礼文町立尺忍小学校跡地,TOPCON NETG5,TPSCR.G5        GSI
950103,EL06742440202,枝幸,北海道,北緯４５度記念広場,TRIMBLE ALLOY,TRM159900.00    GSI
950104,EL06741257902,天塩,北海道,天塩町いつくしま公園,TRIMBLE ALLOY,TRM59800.80     GSI
950105,EL06742027101,音威子府,北海道,音威子府村山村広場,TRIMBLE ALLOY,TRM159900.00    GSI
950106,EL06641521602,天売島,北海道,羽幌町役場天売支所,TOPCON NETG5,TRM59800.80     GSI
950107,EL06642355001,下川,北海道,下川町桜ヶ丘公園,TRIMBLE ALLOY,TRM59800.80     GSI
950108,EL06644007201,常呂,北海道,農村環境改善センター,TOPCON NETG5,TRM159900.00    GSI
950109,EL06645012402,羅臼,北海道,羅臼町有地,TRIMBLE ALLOY,TRM159900.00    GSI
950110,EL06642010201,幌加内,北海道,幌加内町立幌加内中学校,TRIMBLE ALLOY,TRM159900.00    GSI
950111,EL06643020602,丸瀬布,北海道,丸瀬布中央公民館,TOPCON NETG5,TPSCR.G5        GSI
950112,EL06443277402,音別,北海道,釧路市立音別中学校,TOPCON NETG5,TRM59800.80     GSI
950113,EL06544275801,中標津,北海道,中標津町立広陵中学校,TRIMBLE ALLOY,TRM159900.00    GSI
950114,EL06543661202,北見,北海道,北見市心身障害者共同作業所工房とみさと(駐車場),TRIMBLE ALLOY,TRM159900.00    GSI
950115,EL06545319001,標津,北海道,標津町役場,TOPCON NETG5,TRM59800.80     GSI
950116,EL06544069102,別海１,北海道,西公民館,TRIMBLE ALLOY,TRM59800.80     GSI
950117,EL06541038402,厚田,北海道,厚田公園,TOPCON NETG5,TPSCR.G5        GSI
950118,EL06545005901,別海２,北海道,別海町交流センター「郊楽苑」,TRIMBLE ALLOY,TPSCR.G5        GSI
950119,EL06545064403,根室２,北海道,根室市立珸瑤瑁小学校,TOPCON NETG5,TRM59800.80     GSI
950120,EL06440745703,積丹,北海道,Ｂ＆Ｇ財団積丹海洋センター,TOPCON NETG5,TRM59800.80     GSI
950121,EL06443744402,足寄,北海道,足寄町有地,TOPCON NETG5,TRM59800.80     GSI
950122,EL06444627602,鶴居,北海道,鶴居村有地,TOPCON NETG5,TRM59800.80     GSI
950123,EL06443627301,上士幌,北海道,上士幌町中央公園,NETR9,TRM59800.80     GSI
950124,EL06444514001,阿寒１,北海道,釧路市立阿寒中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
950125,EL06444466702,厚岸,北海道,厚岸グルメパーク（道の駅）,TOPCON NETG5,TRM59800.80     GSI
950126,EL06440436902,泊,北海道,泊村公民館,TOPCON NETG5,TPSCR.G5        GSI
950127,EL06440348302,共和,北海道,森林健康公園,TRIMBLE ALLOY,TPSCR.G5        GSI
950128,EL06441326301,札幌,北海道,札幌市北方自然教育園,TRIMBLE ALLOY,TRM59800.80     GSI
950129,EL06440272002,京極,北海道,京極町立京極小学校,TRIMBLE NETR9,TRM59800.80     GSI
950130,EL06440146802,蘭越,北海道,黄金公園,TRIMBLE ALLOY,TRM159900.00    GSI
950131,EL06440114802,寿都,北海道,寿都町立寿都中学校,TRIMBLE ALLOY,TRM59800.80     GSI
950132,EL06441067902,厚真,北海道,かしわ公園,TRIMBLE ALLOY,TRM159900.00    GSI
950133,EL06442027303,平取,北海道,鉄道記念公園,TOPCON NETG5,TRM159900.00    GSI
950134,EL06443003802,中札内,北海道,中島農業センター,TRIMBLE ALLOY,TRM59800.80     GSI
950135,EL06441000501,大滝,北海道,伊達市基幹集落センター,TRIMBLE ALLOY,TPSCR.G5        GSI
950136,EL06341748802,苫小牧,北海道,緑ヶ丘公園,TRIMBLE ALLOY,TRM159900.00    GSI
950137,EL06340767602,洞爺,北海道,とうやクリーナップセンター,TRIMBLE ALLOY,TRM59800.80     GSI
950138,EL06343636602,大樹,北海道,大樹町営晩成牧場,TOPCON NETG5,TRM59800.80     GSI
950139,EL06341625802,白老,北海道,町民ふれあい広場,TOPCON NETG5,TRM59800.80     GSI
950140,EL06340529802,長万部,北海道,長万部慈恵園,TOPCON NETG5,TRM59800.80     GSI
950141,EL06342507402,門別,北海道,デイ･サービスセンター（やすらぎ荘）,TRIMBLE ALLOY,TRM59800.80     GSI
950142,EL06342249503,三石,北海道,新ひだか町特別養護老人ホーム蓬莱荘,TRIMBLE ALLOY,TRM59800.80     GSI
950143,EL06340229003,八雲,北海道,八雲スポーツ公園,TOPCON NETG5,TRM59800.80     GSI
950144,EL06342175401,様似,北海道,アポイの火まつり資材センター,TOPCON NETG5,TRM159900.00    GSI
950145,EL06340105002,熊石,北海道,八雲町有地（青少年旅行村）,TRIMBLE ALLOY,TRM59800.80     GSI
950146,EL06340141502,北海道森,北海道,オニウシ公園,TOPCON NETG5,TRM59800.80     GSI
950147,EL06340065402,鹿部,北海道,山村広場,TRIMBLE ALLOY,TPSCR.G5        GSI
950148,EL06241610102,椴法華,北海道,函館市立椴法華中学校,5700,TRM29659.00
950149,EL06240321501,知内,北海道,知内町有地（学校跡地）,TRIMBLE NETR9,TPSCR.G5        GSI
950150,EL06240174003,佐井,青森県,佐井村立原田小学校(H18年度廃校),TRIMBLE ALLOY,TRM59800.80     GSI
950151,EL06140455002,蟹田,青森県,蟹田一本松地区公園,TOPCON NETG5,TPSCR.G5C       GSI
950152,EL06141326902,六ヶ所,青森県,六ヶ所村立第一中学校,TRIMBLE ALLOY,TRM59800.80     GSI
950153,EL06041715502,十和田,青森県,十和田市立ちとせ小学校,TRIMBLE ALLOY,TRM159900.00    GSI
950154,EL06039679402,岩崎,青森県,深浦町岩崎スポーツセンター,TRIMBLE ALLOY,TRM159900.00    GSI
950155,EL06040642602,大鰐,青森県,大鰐町立蔵館小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
950156,EL06041641003,八戸,青森県,八戸市立小中野中学校,TRIMBLE ALLOY,TRM159900.00    GSI
950157,EL06041304602,田子,青森県,田子町立上郷小学校,TOPCON NETG5,TPSCR.G5        GSI
950158,EL06041458701,種市,岩手県,洋野町立種市小学校,TRIMBLE ALLOY,TRM59800.80     GSI
950159,EL06041324301,二戸,岩手県,二戸市立中央小学校,TOPCON NETG5,TRM159900.00    GSI
950160,EL06041035601,葛巻,岩手県,葛巻町総合運動公園,TRIMBLE ALLOY,TRM159900.00    GSI
950161,EL05941717802,岩手,岩手県,岩手町立沼宮内中学校,TRIMBLE ALLOY,TRM159900.00    GSI
950162,EL05941674602,岩泉１,岩手県,岩泉町立小本小学校　大牛内分校,TRIMBLE ALLOY,TRM59800.80     GSI
950163,EL05941612302,玉山,岩手県,盛岡市渋民運動公園,TOPCON NETG5,TRM59800.80     GSI
950164,EL05941661403,岩泉２,岩手県,岩泉町立岩泉中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
950165,EL05940474701,雫石,岩手県,雫石町総合運動公園,TRIMBLE ALLOY,TRM59800.80     GSI
950166,EL05941311302,矢巾,岩手県,矢巾町間野々公民館,TOPCON NETG5,TRM59800.80     GSI
950167,EL05941174601,山田,岩手県,山田町立町民グランド,TOPCON NETG5,TRM59800.80     GSI
950168,EL05941003403,花巻,岩手県,花巻市立西南中学校,5700,TRM29659.00
950169,EL05941040202,遠野,岩手県,遠野市立遠野中学校,5700,TRM29659.00
950170,EL05841760301,釜石,岩手県,釜石市立甲子中学校,TRIMBLE ALLOY,TRM159900.00    GSI
950171,EL05841452902,大船渡,岩手県,大船渡市森林総合利用施設フレアイランド 尾崎岬,TOPCON NETG5,TRM59800.80     GSI
950172,EL05841248502,気仙沼,宮城県,気仙沼市立気仙沼小学校,TRIMBLE ALLOY,TRM159900.00    GSI
950173,EL05840177901,栗駒,宮城県,栗原市立栗駒中学校,TOPCON NETG5,TRM59800.80     GSI
950174,EL05840069402,鳴子,宮城県,大崎市市営放牧場,TRIMBLE ALLOY,TRM59800.80     GSI
950175,EL05841031502,志津川,宮城県,南三陸町立志津川小学校,TOPCON NETG5,TRM59800.80     GSI
950176,EL05741614101,涌谷,宮城県,涌谷町町民医療福祉センター,TOPCON NETG5,TPSCR.G5        GSI
950177,EL05740469802,宮城大和,宮城県,宮城県黒川郡大和町宮床字牛喰２０,NetR9,TRM59800.80     GSI
950178,EL05740254102,宮城川崎,宮城県,川崎町立川内小学校,TRIMBLE ALLOY,TRM59800.80     GSI
950179,EL05740063702,亘理,宮城県,亘理町立亘理中学校,TOPCON NETG5,TRM59800.80     GSI
950180,EL05640738502,七ヶ宿,宮城県,七ヶ宿町立関小学校,TRIMBLE ALLOY,TRM159900.00    GSI
950181,EL06040349601,大館,秋田県,大館市立第二中学校,TRIMBLE ALLOY,TRM59800.80     GSI
950182,EL06040322101,藤里,秋田県,藤里町立藤里小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
950183,EL06040265201,鹿角,秋田県,鹿角市役所,TRIMBLE ALLOY,TRM59800.80     GSI
950184,EL06040209302,能代,秋田県,能代地区土地改良区,TRIMBLE ALLOY,TRM59800.80     GSI
950185,EL06040030202,阿仁,秋田県,北秋田市立阿仁合小学校,TOPCON NETG5,TRM59800.80     GSI
950186,EL05940712001,五城目,秋田県,馬川地区公民館,TRIMBLE ALLOY,TRM159900.00    GSI
950187,EL05940449701,西木,秋田県,西木総合健康増進センター,TRIMBLE ALLOY,TRM159900.00    GSI
950188,EL05940318802,河辺,秋田県,秋田市立河辺小学校,TOPCON NETG5,TPSCR.G5        GSI
950189,EL05940235001,西仙北,秋田県,大仙市立西仙北東中学校,TRIMBLE ALLOY,TRM59800.80     GSI
950190,EL05840749402,横手,秋田県,横手市立朝倉小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
950191,EL05839674202,象潟,秋田県,にかほ市民野球場（九十九島球場）,TRIMBLE ALLOY,TRM159900.00    GSI
950192,EL05840519201,鳥海,秋田県,由利本荘市立直根小学校,TRIMBLE ALLOY,TRM159900.00    GSI
